issue,key,parent_key,average_to_do_workdays,average_acknowledged_workdays,average_wip_workdays,average_on_hold_team_internal_workdays,average_on_hold_customers_workdays,average_verified_workdays,average_resolved_workdays,workdays_in_current_status,status,sw_resolution__breached,software_defect_resolution_sla_breached,average_resolution_workdays,priority,severity,components,linked_issues_count,resolution,created_by,customer,realm,impacted_environment,found_in,type,defect_category,software_defect_fix_sla_start_date,software_defect_fix_sla_target_date,software_defect_fix_sla_end_date,software_defect_resolution_sla_start_date,software_defect_resolution_sla_target_date,software_defect_resolution_sla_end_date,product_deliverable,core_product,parent_product,feature_attribute,created_date,resolution_date,due_date,software_defect_acknowledgement_sla_breached,software_defect_acknowledgement_sla_start_date,software_defect_acknowledgement_sla_end_date,software_defect_acknowledgement_sla_target_date,external_id,reopen_count,resolution_quality,created_year_month,resolved_year_month
ISSUE-591,KEY-591,,0.841,0,0,0,0,0,0,79.12659061342593,Acknowledged,0,Breached,0,P3 - Low,S2 - Major,COMP-50,1,(unresolved),External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/20/25 11:51,6/5/25 11:56,,3/19/25 15:40,6/11/25 15:40,,PROD-DELIVERABLE-1,CORE-PROD-63,PARENT-PROD-29,FEATURE-2,2025-03-19T15:40:54.000,,,Not breached,3/19/25 15:40,3/20/25 11:51,3/26/25 15:40,EXTERNAL-ID-1,0,Unresolved,2025-03,NaT
ISSUE-595,KEY-595,,0.552,0.0001,2.0508,0,0,0,9.993,67.20851190972222,Closed,0,Not breached,2.6,P3 - Low,S2 - Major,COMP-110,2,Fixed by Software Development,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-10,3/20/25 8:50,6/5/25 8:55,3/24/25 10:04,3/19/25 19:35,6/11/25 19:35,2025-03-24T10:04:02.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-19T19:35:52.000,3/24/25 10:04,,Not breached,3/19/25 19:35,3/20/25 8:50,3/26/25 19:35,EXTERNAL-ID-104,0,Positively Resolved,2025-03,2025-03
ISSUE-600,KEY-600,HERESDK-5912,2.4698,0.0002,0.9896,0,0,0,0,76.00910219907408,Resolved,0,Not breached,3.46,P3 - Low,S3 - Minor,COMP-61,0,Fixed by Software Development,External Customer,CUST-194,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-8,3/24/25 14:55,6/9/25 15:00,3/25/25 14:41,3/20/25 3:39,6/12/25 3:39,2025-03-25T14:41:04.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2025-03-20T03:39:18.000,3/25/25 14:41,,Not breached,3/20/25 3:39,3/24/25 14:55,3/27/25 3:39,EXTERNAL-ID-1,0,Positively Resolved,2025-03,2025-03
ISSUE-611,KEY-611,,0.2237,0.7217,4.0113,0,0.0539,0,0,74.15601192,Closed,0,Not breached,5.01,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/20/25 16:16,6/5/25 17:39,3/27/25 11:09,3/20/25 10:54,6/12/25 12:11,2025-03-27T11:09:30.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-20T10:54:15.000,3/27/25 11:09,,Not breached,3/20/25 10:54,3/20/25 16:16,3/27/25 10:54,EXTERNAL-ID-138,0,Positively Resolved,2025-03,2025-03
ISSUE-612,KEY-612,,1.0179,6.0355,4.7277,1.5993,4.9,0,0,58.964333680555555,Closed,0,Not breached,12.01,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/21/25 9:37,6/18/25 7:59,4/7/25 11:14,3/20/25 10:54,6/23/25 6:37,2025-04-17T15:45:32.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-20T10:54:30.000,4/7/25 11:14,,Not breached,3/20/25 10:54,4/9/25 11:04,4/15/25 10:39,EXTERNAL-ID-151,1,Positively Resolved,2025-03,2025-04
ISSUE-613,KEY-613,,7.3193,0.0003,0.9397,0,8.6594,0,0,62.247134618055554,Closed,0,Not breached,16.92,P3 - Low,S2 - Major,COMP-110,2,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/31/25 18:35,6/27/25 9:29,4/14/25 8:58,3/20/25 10:55,6/25/25 2:44,2025-04-14T08:58:18.000,PROD-DELIVERABLE-1,CORE-PROD-112,PARENT-PROD-44,FEATURE-1,2025-03-20T10:55:24.000,4/14/25 8:58,,Breached,3/20/25 10:55,3/31/25 18:35,3/27/25 10:55,EXTERNAL-ID-143,0,Positively Resolved,2025-03,2025-04
ISSUE-624,KEY-624,,1.6163,1.5217,0,0,0,0,51.3775,8.174646192,In Progress,0,Not breached,0,P3 - Low,S2 - Major,COMP-44,0,(unresolved),External Customer,CUST-34,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-7,3/21/25 10:02,8/19/25 13:11,,3/20/25 13:15,8/22/25 22:18,,PROD-DELIVERABLE-25,CORE-PROD-110,PARENT-PROD-26,FEATURE-57,2025-03-20T13:15:03.000,,8/31/25,Not breached,3/20/25 13:15,6/27/25 10:42,7/2/25 19:55,EXTERNAL-ID-155,1,Unresolved,2025-03,NaT
ISSUE-628,KEY-628,,63.8794,0,0,0,0,0,0,15.114576747685184,Blocked,0,Breached,0,P3 - Low,S3 - Minor,COMP-89,5,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/20/25 15:02,,,3/20/25 15:02,6/12/25 15:02,,PROD-DELIVERABLE-1,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-03-20T15:02:55.000,,,Breached,3/20/25 15:02,,3/27/25 15:02,EXTERNAL-ID-1110,0,Unresolved,2025-03,NaT
ISSUE-632,KEY-632,,0.7511,1.0029,3.9909,0,0.259,0,0,72.96561842592592,Closed,0,Not breached,6,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/21/25 9:39,6/6/25 15:57,3/28/25 15:43,3/20/25 15:37,6/12/25 21:50,2025-03-28T15:43:41.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-20T15:37:51.000,3/28/25 15:43,,Not breached,3/20/25 15:37,3/21/25 9:39,3/27/25 15:37,EXTERNAL-ID-142,0,Positively Resolved,2025-03,2025-03
ISSUE-635,KEY-635,HERESDK-6635,23.0986,1.5963,4.0104,0,0,0,2.9666,47.25446101851851,Closed,0,Not breached,28.71,P3 - Low,S2 - Major,COMP-60,1,Fixed by Software Development,External Customer,CUST-194,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,4/4/25 23:58,7/8/25 18:07,4/30/25 9:35,3/20/25 16:40,6/12/25 16:40,2025-04-30T09:35:49.000,PROD-DELIVERABLE-15,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2025-03-20T16:40:05.000,4/30/25 9:35,,Breached,3/20/25 16:40,4/24/25 9:20,3/27/25 16:40,EXTERNAL-ID-1,0,Positively Resolved,2025-03,2025-04
ISSUE-661,KEY-661,,2.2149,0,0,0,0,0,0,74.96434527777778,Resolved,0,Not breached,2.21,P3 - Low,S1 - Critical,COMP-144,0,Fixed by Data Correction,External Customer,CUST-178,REALM--71,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-11,3/24/25 10:36,,,3/24/25 10:36,6/16/25 10:36,2025-03-26T15:45:31.000,PROD-DELIVERABLE-1,CORE-PROD-133,PARENT-PROD-44,FEATURE-2,2025-03-24T10:36:01.000,3/26/25 15:45,3/26/25,Not breached,3/24/25 10:36,3/26/25 15:45,3/27/25 10:36,EXTERNAL-ID-707,0,Positively Resolved,2025-03,2025-03
ISSUE-662,KEY-662,,0.1218,0,0,21.0757,0,0,0,14.988292037037038,Waiting for Information -External,0,Not breached,0,P3 - Low,S2 - Major,COMP-43,1,(unresolved),External Customer,CUST-36,REALM--1,ENV-7,"Post Production Release,User/Customer Acceptance Test",Software Defect,DEFECT-CATEGORY-1,3/24/25 10:53,,,3/24/25 10:53,9/2/25 10:01,,PROD-DELIVERABLE-14,CORE-PROD-49,PARENT-PROD-18,FEATURE-2,2025-03-24T10:53:31.000,,,Breached,3/24/25 10:53,,6/17/25 11:01,EXTERNAL-ID-1,0,Unresolved,2025-03,NaT
ISSUE-679,KEY-679,,0.0188,1.0362,0.1588,0,0,0,0,74.96767862268518,Closed,0,Not breached,1.21,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/25/25 10:59,6/10/25 11:04,3/26/25 15:40,3/25/25 10:32,6/17/25 10:32,2025-03-26T15:40:43.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-25T10:32:50.000,3/26/25 15:40,,Not breached,3/25/25 10:32,3/25/25 10:59,4/1/25 11:32,EXTERNAL-ID-139,0,Positively Resolved,2025-03,2025-03
ISSUE-681,KEY-681,,0.0175,1.1962,0,0,0,0,0,74.96771334490741,Closed,0,Not breached,1.21,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/25/25 10:58,6/10/25 11:03,3/26/25 15:40,3/25/25 10:33,6/17/25 10:33,2025-03-26T15:40:39.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-25T10:33:03.000,3/26/25 15:40,,Not breached,3/25/25 10:33,3/25/25 10:58,4/1/25 11:33,EXTERNAL-ID-184,0,Positively Resolved,2025-03,2025-03
ISSUE-702,KEY-702,,0.0332,0.2748,0,0,0,0,0,74.91854667824074,Closed,0,Not breached,0.31,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/26/25 10:15,6/11/25 10:20,3/26/25 16:51,3/26/25 9:27,6/18/25 9:27,2025-03-26T16:51:27.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-26T09:27:56.000,3/26/25 16:51,,Not breached,3/26/25 9:27,3/26/25 10:15,4/2/25 10:27,EXTERNAL-ID-153,0,Positively Resolved,2025-03,2025-03
ISSUE-703,KEY-703,,0.0148,0.2422,0,0,0,0,0,74.91858141203704,Closed,0,Not breached,0.26,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/26/25 11:02,6/11/25 11:07,3/26/25 16:51,3/26/25 10:41,6/18/25 10:41,2025-03-26T16:51:24.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-26T10:41:11.000,3/26/25 16:51,,Not breached,3/26/25 10:41,3/26/25 11:02,4/2/25 11:41,EXTERNAL-ID-193,0,Positively Resolved,2025-03,2025-03
ISSUE-713,KEY-713,,0,0,0,0,0,0,0,51.31553743055555,Open,0,Breached,0,P3 - Low,S3 - Minor,COMP-121,0,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,3/26/25 18:29,,,3/26/25 18:29,6/18/25 18:29,,PROD-DELIVERABLE-1,CORE-PROD-28,PARENT-PROD-21,FEATURE-90,2025-03-26T18:29:28.000,,,Breached,3/26/25 18:29,,4/2/25 19:29,EXTERNAL-ID-729,0,Unresolved,2025-03,NaT
ISSUE-720,KEY-720,,25.2575,0.0001,3.3557,1.8026,0,0,14.7945,28.969669375000002,Closed,0,Not breached,34.14,P3 - Low,S3 - Minor,COMP-30,1,Fixed by Software Development,External Customer,CUST-108,REALM--46,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-8,5/7/25 10:10,7/23/25 9:15,5/14/25 13:58,3/27/25 10:34,6/25/25 3:59,2025-05-14T13:58:20.000,PROD-DELIVERABLE-1,CORE-PROD-28,PARENT-PROD-38,FEATURE-2,2025-03-27T10:34:46.000,5/14/25 13:58,,Breached,3/27/25 10:34,5/7/25 10:10,4/9/25 4:59,EXTERNAL-ID-715,0,Positively Resolved,2025-03,2025-05
ISSUE-730,KEY-730,,2.9804,0,0,0,2.1017,0,0,68.52449576,Resolved,0,Not breached,5.08,P3 - Low,S3 - Minor,COMP-140,0,Fixed by Data Correction,External Customer,CUST-135,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-4,3/28/25 0:20,,,3/28/25 0:20,6/24/25 2:47,2025-04-04T02:18:54.000,PROD-DELIVERABLE-1,CORE-PROD-133,PARENT-PROD-44,FEATURE-2,2025-03-28T00:20:36.000,4/4/25 2:18,,Not breached,3/28/25 0:20,4/4/25 2:18,4/8/25 3:47,EXTERNAL-ID-1,0,Positively Resolved,2025-03,2025-04
ISSUE-787,KEY-787,,15.8593,0,0,0,0,0,0,55.19429902,Resolved,0,Not breached,15.86,P3 - Low,S2 - Major,COMP-149,0,Won't Fix,External Customer,CUST-194,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,4/1/25 13:37,,,4/1/25 13:37,6/24/25 12:37,2025-04-23T10:14:23.000,PROD-DELIVERABLE-1,CORE-PROD-66,PARENT-PROD-48,FEATURE-2,2025-04-01T13:37:03.000,4/23/25 10:14,,Breached,4/1/25 13:37,4/23/25 10:14,4/8/25 13:37,EXTERNAL-ID-1,0,Negatively Resolved,2025-04,2025-04
ISSUE-799,KEY-799,,0.4811,9.9457,43.7031,0,0,0,0,16.158477256944444,Resolved,0,Not breached,54.13,P3 - Low,S2 - Major,COMP-7,0,Fixed by Data Correction,External Customer,CUST-119,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,4/2/25 19:31,6/18/25 18:36,6/17/25 11:05,4/2/25 7:58,6/25/25 6:58,2025-06-17T11:05:58.000,PROD-DELIVERABLE-1,CORE-PROD-10,PARENT-PROD-26,FEATURE-10,2025-04-02T07:58:59.000,6/17/25 11:05,,Not breached,4/2/25 7:58,4/2/25 19:31,4/9/25 7:58,EXTERNAL-ID-1,0,Positively Resolved,2025-04,2025-06
ISSUE-803,KEY-803,,8.193,0,0,0,0,0,0,62.03622031250001,Acknowledged,0,Breached,0,P3 - Low,S2 - Major,COMP-6,1,(unresolved),External Customer,CUST-36,REALM--25,ENV-5,Post Production Release,Software Defect,DEFECT-CATEGORY-1,4/14/25 14:02,6/30/25 13:07,,4/2/25 9:24,6/25/25 8:24,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-5,2025-04-02T09:24:03.000,,8/29/25,Breached,4/2/25 9:24,4/14/25 14:02,4/9/25 9:24,EXTERNAL-ID-743,0,Unresolved,2025-04,NaT
ISSUE-810,KEY-810,,49.3335,0,0,0,0,0,0,20.830873090277777,Acknowledged,0,Breached,0,P3 - Low,S2 - Major,COMP-89,0,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,6/10/25 18:57,8/26/25 18:02,,4/2/25 10:57,6/25/25 9:57,,PROD-DELIVERABLE-17,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-04-02T10:57:27.000,,,Breached,4/2/25 10:57,6/10/25 18:57,4/9/25 10:57,EXTERNAL-ID-1082,0,Unresolved,2025-04,NaT
ISSUE-820,KEY-820,,5.801,3.9649,0,0,0,0,0,59.84788699074075,In Progress,0,Breached,0,P3 - Low,S3 - Minor,COMP-7,0,(unresolved),External Customer,CUST-140,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,4/10/25 19:23,6/26/25 18:28,,4/3/25 0:10,6/25/25 23:10,,PROD-DELIVERABLE-1,CORE-PROD-2,PARENT-PROD-22,FEATURE-108,2025-04-03T00:10:12.000,,4/25/25,Breached,4/3/25 0:10,4/10/25 19:23,4/10/25 0:10,EXTERNAL-ID-1,0,Unresolved,2025-04,NaT
ISSUE-822,KEY-822,,0.0345,0.0005,0.0373,0,0,0,0,69.41564162037037,Resolved,0,Not breached,0.07,P3 - Low,S3 - Minor,COMP-7,2,Fixed by Data Correction,External Customer,CUST-119,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-11,4/3/25 4:01,6/19/25 3:06,4/3/25 4:55,4/3/25 3:11,6/26/25 2:11,2025-04-03T04:55:39.000,PROD-DELIVERABLE-1,CORE-PROD-123,PARENT-PROD-26,FEATURE-39,2025-04-03T03:11:27.000,4/3/25 4:55,6/19/25,Not breached,4/3/25 3:11,4/3/25 4:01,4/10/25 3:11,EXTERNAL-ID-1,0,Positively Resolved,2025-04,2025-04
ISSUE-834,KEY-834,,0.0047,17.7481,3.0843,0,0,0,0,48.34779439814815,Resolved,0,Not breached,20.84,P3 - Low,S3 - Minor,COMP-7,0,Fixed by Data Correction,External Customer,CUST-110,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-7,4/3/25 10:34,6/19/25 9:39,5/2/25 6:33,4/3/25 10:28,6/26/25 9:28,2025-05-02T06:33:21.000,PROD-DELIVERABLE-1,CORE-PROD-66,PARENT-PROD-48,FEATURE-63,2025-04-03T10:28:01.000,5/2/25 6:33,5/2/25,Not breached,4/3/25 10:28,4/3/25 10:34,4/10/25 10:28,EXTERNAL-ID-1,0,Positively Resolved,2025-04,2025-05
ISSUE-842,KEY-842,,1.4372,30.0414,12.1183,0,0,0,0,25.030884675925925,Resolved,0,Not breached,43.6,P3 - Low,S3 - Minor,COMP-97,1,Fixed by Software Development,External Customer,CUST-23,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-2,4/7/25 10:19,6/23/25 9:24,6/4/25 14:09,4/3/25 23:50,6/26/25 22:50,2025-06-04T14:09:42.000,PROD-DELIVERABLE-1,CORE-PROD-117,PARENT-PROD-38,FEATURE-2,2025-04-03T23:50:05.000,6/4/25 14:09,,Not breached,4/3/25 23:50,4/7/25 10:19,4/10/25 23:50,EXTERNAL-ID-1,0,Positively Resolved,2025-04,2025-06
ISSUE-851,KEY-851,,1.1,4.9858,0,0,18.0091,0,0,44.02699579861111,Resolved,0,Not breached,24.09,P3 - Low,S2 - Major,COMP-44,0,Invalid,External Customer,CUST-46,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,4/7/25 14:22,7/17/25 13:40,5/8/25 14:15,4/4/25 11:58,7/23/25 11:11,2025-05-08T14:15:18.000,PROD-DELIVERABLE-25,CORE-PROD-110,PARENT-PROD-26,FEATURE-2,2025-04-04T11:58:38.000,5/8/25 14:15,,Not breached,4/4/25 11:58,4/7/25 14:22,4/11/25 11:58,EXTERNAL-ID-20,0,Negatively Resolved,2025-04,2025-05
ISSUE-886,KEY-886,,1.08,1.3044,14.3406,0,7.2984,0,0,44.02278283564815,Resolved,0,Not breached,24.02,P3 - Low,S2 - Major,COMP-44,0,Invalid,External Customer,CUST-46,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,4/7/25 15:42,7/2/25 21:57,5/8/25 14:21,4/4/25 13:47,7/8/25 19:57,2025-05-08T14:21:22.000,PROD-DELIVERABLE-25,CORE-PROD-110,PARENT-PROD-26,FEATURE-2,2025-04-04T13:47:42.000,5/8/25 14:21,,Not breached,4/4/25 13:47,4/7/25 15:42,4/11/25 13:47,EXTERNAL-ID-315,0,Negatively Resolved,2025-04,2025-05
ISSUE-895,KEY-895,,1.068,2.7147,2.2326,0,14.8281,0,0,47.200653206018515,Resolved,0,Not breached,20.84,P3 - Low,S2 - Major,COMP-44,0,Invalid,External Customer,CUST-46,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,4/7/25 15:28,7/14/25 10:26,5/5/25 10:05,4/4/25 13:50,7/18/25 8:43,2025-05-05T10:05:14.000,PROD-DELIVERABLE-25,CORE-PROD-110,PARENT-PROD-26,FEATURE-2,2025-04-04T13:50:48.000,5/5/25 10:05,,Not breached,4/4/25 13:50,4/7/25 15:28,4/11/25 13:50,EXTERNAL-ID-4,0,Negatively Resolved,2025-04,2025-05
ISSUE-910,KEY-910,,0.8345,3.0258,39.9421,0,0,0,0,24.23941479166667,Resolved,0,Not breached,43.8,P3 - Low,S2 - Major,COMP-44,0,Fixed by Data Correction,External Customer,CUST-46,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-2,4/7/25 9:55,6/23/25 9:00,6/5/25 9:09,4/4/25 13:53,6/27/25 12:53,2025-06-05T09:09:25.000,PROD-DELIVERABLE-25,CORE-PROD-110,PARENT-PROD-26,FEATURE-2,2025-04-04T13:53:59.000,6/5/25 9:09,6/30/25,Not breached,4/4/25 13:53,4/7/25 9:55,4/11/25 13:53,EXTERNAL-ID-52,0,Positively Resolved,2025-04,2025-06
ISSUE-935,KEY-935,,0.007,0.0005,13.6504,0,0,0,0.0001,53.35194951388888,Closed,0,Not breached,13.66,P3 - Low,S1 - Critical,COMP-31,0,Won't Fix,External Customer,CUST-194,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,4/7/25 14:49,6/23/25 13:54,4/25/25 6:27,4/7/25 14:39,6/30/25 13:39,2025-04-25T06:27:16.000,PROD-DELIVERABLE-1,CORE-PROD-46,PARENT-PROD-40,FEATURE-2,2025-04-07T14:39:47.000,4/25/25 6:27,,Not breached,4/7/25 14:39,4/7/25 14:49,4/10/25 14:39,EXTERNAL-ID-1,0,Negatively Resolved,2025-04,2025-04
ISSUE-938,KEY-938,,6.266,10.9169,24.5401,0,0,0,9.7094,15.516035162037038,Closed,0,Not breached,45.71,P3 - Low,S1 - Critical,COMP-97,0,Fixed by Software Development,External Customer,CUST-26,REALM--14,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,4/15/25 10:41,7/1/25 9:46,6/10/25 9:15,4/7/25 16:08,7/4/25 14:54,2025-06-10T09:15:25.000,PROD-DELIVERABLE-1,CORE-PROD-28,PARENT-PROD-38,FEATURE-2,2025-04-07T16:08:18.000,6/10/25 9:15,,Breached,4/7/25 16:08,6/10/25 9:15,4/10/25 16:08,EXTERNAL-ID-736,1,Positively Resolved,2025-04,2025-06
ISSUE-945,KEY-945,,0.0104,8.6669,0.0045,0,4.0813,0,0,54.05817637731481,Resolved,0,Not breached,12.76,P3 - Low,S3 - Minor,COMP-40,1,Fixed by Software Development,External Customer,CUST-245,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,4/7/25 19:26,6/27/25 20:28,4/24/25 13:30,4/7/25 19:11,7/4/25 20:08,2025-04-24T13:30:24.000,PROD-DELIVERABLE-1,CORE-PROD-126,PARENT-PROD-18,FEATURE-2,2025-04-07T19:11:34.000,4/24/25 13:30,,Not breached,4/7/25 19:11,4/7/25 19:26,4/14/25 19:11,EXTERNAL-ID-1,0,Positively Resolved,2025-04,2025-04
ISSUE-947,KEY-947,,0.5417,14.6747,0,13.4178,0,0.0005,0,37.94574582175926,Resolved,0,Not breached,28.63,P3 - Low,S2 - Major,COMP-43,1,Fixed by Software Development,External Customer,CUST-36,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,4/27/25 14:35,7/12/25 0:05,5/16/25 16:12,4/8/25 0:58,6/30/25 23:58,2025-05-16T16:11:36.000,PROD-DELIVERABLE-14,CORE-PROD-98,PARENT-PROD-32,FEATURE-2,2025-04-08T00:58:20.000,5/16/25 16:12,,Breached,4/8/25 0:58,4/27/25 14:35,4/15/25 0:58,EXTERNAL-ID-1,0,Positively Resolved,2025-04,2025-05
ISSUE-956,KEY-956,,0.6114,0.0005,0.0173,0,0,0,0,65.48039859953704,Resolved,0,Not breached,0.63,P3 - Low,S2 - Major,COMP-7,2,Outdated/No Feedback,External Customer,CUST-119,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,4/9/25 2:56,6/25/25 2:01,4/9/25 3:22,4/8/25 12:16,7/1/25 11:16,2025-04-09T03:22:24.000,PROD-DELIVERABLE-1,CORE-PROD-123,PARENT-PROD-26,FEATURE-39,2025-04-08T12:16:23.000,4/9/25 3:22,7/1/25,Not breached,4/8/25 12:16,4/9/25 2:56,4/15/25 12:16,EXTERNAL-ID-1,0,Negatively Resolved,2025-04,2025-04
ISSUE-963,KEY-963,,2.8048,2.296,0,0,0,0,0,60.79669489583334,In Test,0,Breached,0,P3 - Low,S3 - Minor,COMP-130,0,(unresolved),External Customer,CUST-46,REALM--1,ENV-11,Post Production Release,Software Defect,DEFECT-CATEGORY-1,4/11/25 12:06,6/27/25 11:11,,4/8/25 16:48,7/1/25 15:48,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-14,2025-04-08T16:48:03.000,,,Not breached,4/8/25 16:48,4/11/25 12:06,4/15/25 16:48,EXTERNAL-ID-1,0,Unresolved,2025-04,NaT
ISSUE-995,KEY-995,HERESDK-6635,9.9603,0,0,0,13.6551,0,2.8143,37.25537546296296,Closed,0,Not breached,23.62,P3 - Low,S1 - Critical,COMP-59,1,Fixed by Software Development,External Customer,CUST-194,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-3,4/10/25 22:27,,,4/10/25 22:27,7/23/25 13:11,2025-05-14T13:13:48.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2025-04-10T22:27:36.000,5/14/25 13:13,,Breached,4/10/25 22:27,5/14/25 13:13,5/5/25 14:11,EXTERNAL-ID-1,0,Positively Resolved,2025-04,2025-05
ISSUE-1004,KEY-1004,,2.1504,10.9394,0,12.3378,0,0,0.0002,37.19317638888889,Closed,0,Not breached,25.43,P3 - Low,S2 - Major,COMP-67,1,Cannot Reproduce,External Customer,CUST-104,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,4/15/25 14:35,7/2/25 2:41,5/19/25 10:15,4/12/25 1:30,7/5/25,2025-05-19T10:15:41.000,PROD-DELIVERABLE-1,CORE-PROD-100,PARENT-PROD-53,FEATURE-2,2025-04-12T01:30:06.000,5/19/25 10:15,,Not breached,4/12/25 1:30,5/6/25 13:07,5/9/25 10:30,EXTERNAL-ID-1,0,Negatively Resolved,2025-04,2025-05
ISSUE-1013,KEY-1013,,5.3988,0,0,3.2609,14.0387,0,0,39.27291018518518,Acknowledged,0,Not breached,0,P3 - Low,S2 - Major,COMP-6,0,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/15/25 8:21,7/31/25 7:26,,4/14/25 15:35,7/25/25 15:31,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-5,2025-04-14T15:35:37.000,,8/29/25,Breached,4/14/25 15:35,5/15/25 8:21,5/9/25 16:31,EXTERNAL-ID-758,0,Unresolved,2025-04,NaT
